rel_timestamp,recording_id,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
422,g_10009642_6188,0.57119,-0.123255,8.015486,23.038961,-16.798176,3.595619
432,g_10009642_6188,0.518718,-0.544976,7.9669,47.118961,-20.298176,-29.444382
442,g_10009642_6188,0.533294,-0.416225,8.030062,95.698967,-301.698181,-38.894382
452,g_10009642_6188,12.368672,9.933902,15.936833,-559.641052,-43.468178,-161.394379
462,g_10009642_6188,-1.000544,-0.217511,11.621487,-102.401039,-8.118176,43.845619
471,g_10009642_6188,0.448269,-0.607165,6.983048,-79.021034,-12.318176,25.925619
481,g_10009642_6188,0.358387,-0.27144,8.568386,-81.121033,25.971825,43.56562
491,g_10009642_6188,0.233523,-0.702878,8.25404,30.388962,-1.118176,40.765617
501,g_10009642_6188,0.366646,-0.573155,9.925859,216.028961,-171.778183,25.295618
511,g_10009642_6188,0.359358,-1.804792,9.419115,627.838928,-504.838165,-80.124374
520,g_10009642_6188,0.508029,1.21284,7.722031,997.578918,-623.068176,-122.894379
530,g_10009642_6188,0.226721,-0.447319,-0.165792,52.368961,53.761826,48.95562
540,g_10009642_6188,0.648441,-0.561981,12.706396,-1.461039,-29.608177,17.105619
550,g_10009642_6188,0.461873,-0.149977,7.206055,20.308962,8.821825,10.73562
559,g_10009642_6188,0.514346,-0.301563,7.306627,13.65896,-40.318176,-3.194381
569,g_10009642_6188,0.544468,-0.309823,8.312343,31.508963,-15.188175,-11.38438
579,g_10009642_6188,0.534751,-0.172326,7.900339,43.05896,-16.728176,-14.814381
589,g_10009642_6188,0.53961,-0.171841,8.098566,40.818958,-24.848177,-17.124382
598,g_10009642_6188,0.544468,-0.041146,7.932405,28.148962,-20.508177,-9.774381
608,g_10009642_6188,0.555643,-0.165524,7.963014,29.268961,-20.438175,-10.05438
618,g_10009642_6188,0.568761,-0.191761,7.988277,23.738962,-20.018177,-5.78438
628,g_10009642_6188,0.551756,-0.149977,8.018401,18.278961,-18.618176,-4.314381
638,g_10009642_6188,0.554671,-0.176213,8.072816,15.61896,-17.848177,-3.334381
