rel_timestamp,recording_id,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
406,g_6125265_5826,-0.21472,-0.357216,7.98612,15.68,-13.79,4.69
416,g_6125265_5826,-0.232776,-0.364536,8.023208,15.82,-12.46,3.92
426,g_6125265_5826,12.650912,0.110288,5.774504,1325.23999,71.68,-242.410004
435,g_6125265_5826,-13.56152,15.901968,9.251992,452.130005,123.830002,60.619999
445,g_6125265_5826,0.753472,1.99836,8.487296,-186.830002,-31.360001,9.03
455,g_6125265_5826,0.183,0.585112,9.1744,-638.820007,19.67,13.37
465,g_6125265_5826,0.277184,1.554768,9.380824,-863.659973,202.440002,48.790001
474,g_6125265_5826,0.527528,2.048624,9.46232,-883.609985,346.570007,147.0
484,g_6125265_5826,0.148352,0.464576,12.5416,-995.75,479.920013,208.600006
494,g_6125265_5826,-1.361032,-5.5754,3.343288,395.920013,331.450012,-67.059998
504,g_6125265_5826,-0.69296,-3.38916,3.497984,1100.819946,538.159973,-119.419998
514,g_6125265_5826,0.616344,-0.731024,2.515152,900.619995,503.649994,-95.830002
524,g_6125265_5826,0.24644,1.241472,8.880624,-216.580002,-77.0,92.610001
533,g_6125265_5826,-1.514264,-0.079056,10.985856,-681.52002,-476.279999,1.05
543,g_6125265_5826,0.42212,-0.726144,7.031104,-196.559998,-175.559998,14.56
553,g_6125265_5826,-0.07808,-0.224968,8.01052,378.839996,245.139999,27.09
563,g_6125265_5826,-0.627568,-0.122976,8.37164,35.630001,3.5,-0.56
573,g_6125265_5826,-0.153232,-0.358192,7.798728,-141.190002,-119.699997,-5.25
583,g_6125265_5826,-0.193736,-0.389424,8.267208,0.77,-41.790001,10.5
592,g_6125265_5826,-0.189832,-0.371368,7.901696,106.889999,46.970001,15.68
602,g_6125265_5826,-0.291824,-0.247904,8.066152,15.82,-31.639999,5.67
612,g_6125265_5826,-0.2074,-0.360632,8.042728,-12.11,-41.09,5.95
622,g_6125265_5826,-0.192272,-0.335256,7.970992,20.58,2.8,7.49
632,g_6125265_5826,-0.26352,-0.328424,7.982216,18.969999,-24.85,6.79
642,g_6125265_5826,-0.230336,-0.3538,8.071032,6.02,-27.719999,6.65
652,g_6125265_5826,-0.210328,-0.337208,7.994416,10.78,-10.92,6.93
