rel_timestamp,recording_id,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
3107,g_10581473_1076,-0.060419,-0.386102,7.974675,10.648961,-17.078176,5.27562
3117,g_10581473_1076,-0.059447,-0.391446,7.981962,11.278961,-18.128176,5.55562
3127,g_10581473_1076,-0.052159,-0.387073,7.977103,10.088961,-16.518177,7.02562
3137,g_10581473_1076,-0.050216,-0.383672,7.962042,9.388961,-15.468176,6.46562
3147,g_10581473_1076,-0.04973,-0.39922,7.977103,9.318961,-15.748177,5.55562
3156,g_10581473_1076,-0.074508,-0.384158,7.950868,10.78896,-17.288176,6.25562
3166,g_10581473_1076,-0.050701,-0.383672,7.974675,9.598961,-17.428177,5.41562
3176,g_10581473_1076,-0.061876,-0.377356,7.980504,11.278961,-16.448175,6.18562
3186,g_10581473_1076,-0.071107,-0.39096,7.932891,13.588961,-17.498177,6.18562
3196,g_10581473_1076,-0.071593,-0.391932,7.956212,11.138961,-16.518177,5.69562
3206,g_10581473_1076,-0.060419,-0.386102,7.962042,9.878961,-15.958176,6.25562
3216,g_10581473_1076,-0.056046,-0.389989,7.935806,9.808961,-13.158176,6.18562
3225,g_10581473_1076,-0.055074,-0.400191,7.932891,10.36896,-17.638176,6.32562
3235,g_10581473_1076,-0.055074,-0.381729,7.855155,10.57896,-17.358175,6.60562
3245,g_10581473_1076,-0.059447,-0.381243,7.979533,11.558961,-17.008177,6.74562
3255,g_10581473_1076,-0.052159,-0.388531,7.956212,9.458961,-15.118176,5.27562
3265,g_10581473_1076,-0.060419,-0.384158,7.988277,10.298961,-15.468176,6.11562
3275,g_10581473_1076,-0.059447,-0.389503,7.9669,12.468961,-17.358175,5.41562
3284,g_10581473_1076,-0.046329,-0.383672,7.96933,9.108961,-16.028175,5.69562
3294,g_10581473_1076,-0.057503,-0.391446,7.97856,8.758961,-16.798176,6.46562
3304,g_10581473_1076,-0.057018,-0.388045,7.9669,10.57896,-16.728176,5.83562
3314,g_10581473_1076,-0.063334,-0.38513,7.972731,10.718961,-16.588177,6.46562
3324,g_10581473_1076,-0.048758,-0.383672,7.991679,9.808961,-14.558176,6.32562
3334,g_10581473_1076,-0.065277,-0.394361,7.981476,9.458961,-15.468176,5.83562
3343,g_10581473_1076,-0.064791,-0.394847,7.979533,11.138961,-17.148176,5.76562
3353,g_10581473_1076,-0.058961,-0.389017,7.981962,10.78896,-17.008177,6.32562
3363,g_10581473_1076,-0.051187,-0.388045,7.978076,10.57896,-14.838177,4.78562
3373,g_10581473_1076,-0.053131,-0.374441,7.963014,9.388961,-14.768177,6.25562
3383,g_10581473_1076,-0.065763,-0.387559,7.964471,10.088961,-14.978176,6.11562
3392,g_10581473_1076,-0.060419,-0.391932,7.972245,10.088961,-17.428177,6.46562
3402,g_10581473_1076,-0.076452,-0.387073,7.965929,10.99896,-18.618176,7.30562
3412,g_10581473_1076,-0.045843,-0.387559,7.955241,10.438961,-15.958176,6.815619
3422,g_10581473_1076,-0.052159,-0.394361,7.980019,9.738961,-15.678177,6.46562
3432,g_10581473_1076,-0.053617,-0.390474,7.965443,10.228961,-15.818176,6.045619
3441,g_10581473_1076,-0.059933,-0.392904,7.963986,10.15896,-16.098177,6.18562
3451,g_10581473_1076,-0.055074,-0.377842,7.973702,11.278961,-16.378176,6.18562
3461,g_10581473_1076,-0.060419,-0.380271,7.982448,11.278961,-17.568176,7.02562
3471,g_10581473_1076,-0.064305,-0.386102,7.967386,10.648961,-17.708176,5.27562
3481,g_10581473_1076,-0.0473,-0.380271,7.97516,10.088961,-17.008177,6.46562
3490,g_10581473_1076,-0.044871,-0.395819,7.959127,10.648961,-16.588177,6.11562
3500,g_10581473_1076,-0.044385,-0.393875,7.970788,10.298961,-16.238176,6.60562
3510,g_10581473_1076,-0.0473,-0.401649,7.979047,9.94896,-17.008177,5.69562
3520,g_10581473_1076,-0.062362,-0.38513,7.97176,10.718961,-17.428177,6.39562
3530,g_10581473_1076,-0.054102,-0.388531,7.973217,10.718961,-17.008177,6.045619
3539,g_10581473_1076,-0.053617,-0.383187,7.983419,10.78896,-17.148176,6.53562
3549,g_10581473_1076,-0.052159,-0.381729,7.965443,10.78896,-17.288176,5.97562
3559,g_10581473_1076,-0.046815,-0.389017,7.982934,10.718961,-16.658176,6.46562
3569,g_10581473_1076,-0.057018,-0.385616,7.968359,11.208961,-17.288176,6.46562
3579,g_10581473_1076,-0.066249,-0.386102,7.983905,10.508961,-15.888176,5.62562
3588,g_10581473_1076,-0.06965,-0.387073,7.973702,9.94896,-16.588177,6.67562
3598,g_10581473_1076,-0.066735,-0.383187,8.084476,10.78896,-16.728176,5.62562
3608,g_10581473_1076,-0.058475,-0.389989,7.9635,10.718961,-17.008177,6.39562
