rel_timestamp,recording_id,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1302,g_10486279_2201,-0.040984,-0.617368,7.958642,10.228961,-14.558176,6.815619
1312,g_10486279_2201,-0.057018,-0.625141,7.971273,10.508961,-16.378176,6.815619
1322,g_10486279_2201,-0.044871,-0.622712,7.962042,10.228961,-18.618176,6.11562
1332,g_10486279_2201,-0.048758,-0.618825,7.94358,11.418961,-17.708176,5.83562
1342,g_10486279_2201,-0.040013,-0.620283,7.959613,9.878961,-16.518177,6.39562
1351,g_10486279_2201,-0.053617,-0.625627,7.976132,10.228961,-16.448175,5.90562
1361,g_10486279_2201,-0.047786,-0.625141,7.965929,9.528961,-17.568176,6.18562
1371,g_10486279_2201,-0.055074,-0.631458,7.969816,12.11896,-16.938175,6.60562
1381,g_10486279_2201,-0.050701,-0.617368,7.950868,8.758961,-14.418177,7.16562
1391,g_10486279_2201,-0.057503,-0.617368,7.96933,10.648961,-17.778175,6.18562
1401,g_10486279_2201,-0.060904,-0.618825,7.963986,10.298961,-17.638176,5.76562
1411,g_10486279_2201,-0.049244,-0.621255,7.959127,9.668961,-16.098177,6.045619
1421,g_10486279_2201,-0.054588,-0.625627,7.963014,9.108961,-15.748177,6.25562
1431,g_10486279_2201,-0.040984,-0.610566,7.968359,10.858961,-17.358175,6.32562
1440,g_10486279_2201,-0.044871,-0.641174,7.950868,10.088961,-17.148176,6.60562
1450,g_10486279_2201,-0.055074,-0.629028,7.964471,10.298961,-16.168177,6.39562
1460,g_10486279_2201,-0.052645,-0.632429,7.959127,9.878961,-16.728176,6.88562
1470,g_10486279_2201,-0.053617,-0.62174,7.967386,9.808961,-17.848177,6.045619
1480,g_10486279_2201,-0.063334,-0.627571,7.953783,10.088961,-17.638176,6.25562
1489,g_10486279_2201,-0.038555,-0.616882,7.942122,9.94896,-16.728176,5.97562
1499,g_10486279_2201,-0.047786,-0.626113,7.967873,9.878961,-15.328176,5.69562
1509,g_10486279_2201,-0.031267,-0.620769,7.956698,9.458961,-15.538176,5.69562
1519,g_10486279_2201,-0.037098,-0.62174,7.960585,10.508961,-16.658176,5.83562
1529,g_10486279_2201,-0.058961,-0.625627,7.959127,10.088961,-17.638176,5.27562
