rel_timestamp,recording_id,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1183,g_12428119_6550,-0.168278,-0.646033,10.516657,168.42897,-9.868176,-7.81438
1193,g_12428119_6550,0.078535,-1.013824,10.416571,407.758972,-184.448181,-52.824383
1203,g_12428119_6550,-0.090056,0.596293,6.821745,217.358963,-532.558167,-148.444382
1212,g_12428119_6550,0.109144,0.985461,1.909772,269.228973,-82.10817,-48.904381
1222,g_12428119_6550,0.199513,0.327616,6.20617,-416.141022,324.03183,57.915619
1232,g_12428119_6550,0.164046,-0.704335,12.690849,45.018959,17.921824,2.615619
1242,g_12428119_6550,-0.010376,-0.163581,5.956927,144.838959,-124.948174,-5.71438
1251,g_12428119_6550,0.114003,-0.162124,8.016943,-70.271034,24.011824,15.145619
1261,g_12428119_6550,0.187852,-0.109651,8.571301,40.678959,-42.838177,2.615619
1271,g_12428119_6550,-0.000173,0.058454,7.471331,-37.301041,10.291824,11.57562
1281,g_12428119_6550,0.093111,-0.141232,8.344408,24.858961,-25.478176,3.595619
1290,g_12428119_6550,0.106229,-0.028028,8.015971,3.228961,-13.718176,7.79562
1300,g_12428119_6550,0.115946,-0.065439,7.894508,14.988961,-18.058176,6.39562
1310,g_12428119_6550,0.102342,-0.09459,8.107798,5.328961,-11.268175,6.53562
1320,g_12428119_6550,0.110116,-0.081472,7.918801,10.228961,-11.058176,6.39562
1329,g_12428119_6550,0.103314,-0.095562,8.001882,14.568961,-16.798176,6.32562
1339,g_12428119_6550,0.114003,-0.06301,8.033463,11.628961,-17.288176,6.32562
1349,g_12428119_6550,0.117404,-0.058151,7.979047,14.708961,-18.408176,6.32562
1358,g_12428119_6550,0.109144,-0.072727,7.997994,12.468961,-17.638176,6.045619
1368,g_12428119_6550,0.105257,-0.06301,7.999938,11.068961,-17.568176,7.79562
1378,g_12428119_6550,0.110602,-0.062524,8.010628,12.468961,-18.128176,6.18562
1388,g_12428119_6550,0.105743,-0.067868,8.011112,9.598961,-16.938175,5.62562
1397,g_12428119_6550,0.101371,-0.074184,7.997994,9.108961,-14.908176,6.11562
1407,g_12428119_6550,0.099427,-0.057179,7.98925,10.508961,-15.258177,6.045619
1417,g_12428119_6550,0.100885,-0.06884,8.010628,10.36896,-15.818176,5.76562
1427,g_12428119_6550,0.120805,-0.065439,7.993622,9.528961,-13.998177,6.67562
1436,g_12428119_6550,0.112059,-0.075642,8.006254,8.898961,-15.118176,5.69562
1446,g_12428119_6550,0.121776,-0.078557,8.029575,8.478961,-14.418177,6.46562
1456,g_12428119_6550,0.134409,-0.064467,7.941637,3.928961,-15.188175,6.39562
1465,g_12428119_6550,0.10963,-0.090217,7.988277,7.778961,-15.328176,6.39562
1475,g_12428119_6550,0.107201,-0.093132,7.988277,7.358961,-17.008177,5.83562
1485,g_12428119_6550,0.105743,-0.08876,7.983419,11.138961,-18.338177,6.74562
1494,g_12428119_6550,0.123234,-0.070783,7.988277,10.228961,-18.548176,5.76562
1504,g_12428119_6550,0.124206,-0.066896,7.989735,12.678961,-16.728176,6.25562
1514,g_12428119_6550,0.105743,-0.083415,7.987792,14.008961,-18.198175,7.16562
1524,g_12428119_6550,0.100399,-0.069811,7.990707,12.468961,-19.038176,6.11562
1534,g_12428119_6550,0.116918,-0.076128,8.001882,11.558961,-16.728176,6.46562
1543,g_12428119_6550,0.107687,-0.06884,7.977589,9.528961,-15.818176,6.11562
1553,g_12428119_6550,0.109144,-0.06884,7.995566,8.968961,-15.608175,5.90562
1563,g_12428119_6550,0.101856,-0.061552,8.002853,7.568961,-15.048176,6.74562
1572,g_12428119_6550,0.115946,-0.087302,7.985363,7.428961,-13.578176,5.69562
1582,g_12428119_6550,0.124691,-0.062524,7.993622,5.958961,-11.968176,6.25562
1592,g_12428119_6550,0.123234,-0.096047,8.008684,6.728961,-11.968176,6.32562
1601,g_12428119_6550,0.112059,-0.084387,8.003339,7.638961,-13.298176,5.76562
1611,g_12428119_6550,0.113517,-0.075156,8.000911,8.688961,-14.838177,6.18562
1621,g_12428119_6550,0.116432,-0.075642,7.997509,8.968961,-13.998177,6.74562
1631,g_12428119_6550,0.099913,-0.071269,8.014514,11.348961,-16.518177,6.815619
1640,g_12428119_6550,0.105257,-0.06301,7.984877,12.818961,-18.268177,6.88562
1650,g_12428119_6550,0.099427,-0.073212,7.983905,10.57896,-15.538176,6.045619
1660,g_12428119_6550,0.106229,-0.07467,8.003339,11.068961,-17.148176,7.30562
1669,g_12428119_6550,0.121776,-0.078071,7.98099,11.138961,-17.218176,6.88562
1679,g_12428119_6550,0.095054,-0.078557,7.98925,8.61896,-17.148176,5.34562
1689,g_12428119_6550,0.105257,-0.075642,7.996537,9.03896,-15.678177,7.16562
1699,g_12428119_6550,0.102342,-0.077099,7.997994,9.24896,-17.288176,5.83562
1709,g_12428119_6550,0.115946,-0.080986,7.985363,10.088961,-17.008177,5.69562
1718,g_12428119_6550,0.108172,-0.071755,7.978076,8.758961,-17.288176,5.065619
1728,g_12428119_6550,0.124691,-0.075642,7.987792,9.178961,-14.978176,6.11562
1738,g_12428119_6550,0.099427,-0.086816,7.988764,11.348961,-16.588177,5.41562
1747,g_12428119_6550,0.113031,-0.094104,7.995566,11.978961,-16.378176,5.55562
1757,g_12428119_6550,0.10963,-0.084873,7.998967,12.678961,-16.728176,5.83562
