rel_timestamp,recording_id,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
454,g_12542457_6144,-14.564101,-15.08121,11.128345,-2295.010986,893.901855,-2294.154297
464,g_12542457_6144,-14.881363,-12.50036,9.994365,-2295.010986,507.991821,-2294.154297
474,g_12542457_6144,-14.811886,-10.074982,9.001281,-2295.010986,181.441818,-2294.154297
484,g_12542457_6144,-14.149183,-7.775439,8.637863,-2109.440918,-90.578171,-2294.154297
494,g_12542457_6144,-13.53798,-5.278641,7.857584,-1699.380981,-355.73819,-2294.154297
504,g_12542457_6144,-11.926892,-3.658807,7.300311,-1361.421021,-769.018127,-2294.154297
514,g_12542457_6144,-10.664646,-2.43883,7.235692,-399.69104,-1268.95813,-2294.154297
524,g_12542457_6144,-9.807601,-0.957465,6.648782,49.358959,-1936.268188,-2294.154297
534,g_12542457_6144,-8.670705,0.798408,5.515772,641.698914,-2290.958252,-2294.154297
544,g_12542457_6144,-7.586767,2.117499,3.629205,905.80896,-2290.958252,-2294.154297
553,g_12542457_6144,-6.792883,2.848707,1.870903,1326.859009,-2290.958252,-2294.154297
563,g_12542457_6144,-6.097628,3.243706,-0.627352,1534.899048,-2290.958252,-2294.154297
573,g_12542457_6144,-5.107945,2.810325,-2.452702,1665.938965,-2290.958252,-2294.154297
583,g_12542457_6144,-4.359732,2.289005,-3.921435,1558.908936,-2290.958252,-2294.154297
593,g_12542457_6144,-3.881652,1.254624,-4.795485,1639.619019,-2290.958252,-2294.154297
603,g_12542457_6144,-3.955016,-0.020254,-5.246842,1500.178955,-2290.958252,-2294.154297
613,g_12542457_6144,-3.019263,-0.953578,-6.079109,1044.479004,-2290.958252,-2294.154297
623,g_12542457_6144,-1.877995,-0.157751,-7.274793,626.438904,-2290.958252,-2294.154297
633,g_12542457_6144,-0.501573,1.465484,-8.910173,443.738953,-2290.958252,-2294.154297
643,g_12542457_6144,0.794683,4.327643,-9.698713,315.848969,-2290.958252,-2294.154297
653,g_12542457_6144,1.782907,6.479001,-10.359474,280.498962,-2290.958252,-2294.154297
663,g_12542457_6144,2.277506,8.350507,-10.836581,86.248962,-2290.958252,-2132.314209
673,g_12542457_6144,2.764817,9.578258,-11.473049,73.508965,-2290.188232,-1498.044434
683,g_12542457_6144,3.263788,9.657936,-11.7014,37.178959,-1939.838135,-656.36438
692,g_12542457_6144,3.237551,8.544361,-11.692168,-63.061039,-1437.44812,-89.574379
702,g_12542457_6144,2.925148,6.966797,-11.480823,-218.461029,-1107.538208,307.115631
712,g_12542457_6144,2.566103,5.559281,-11.369562,-119.061035,-863.798157,520.12561
722,g_12542457_6144,2.552013,5.11424,-11.648928,36.618961,-709.028137,618.965637
732,g_12542457_6144,2.277992,5.858567,-12.307744,364.148956,-533.748169,694.63562
742,g_12542457_6144,1.53075,6.92307,-13.31103,620.208923,-367.008179,875.445618
751,g_12542457_6144,1.42532,7.32973,-14.307514,907.208923,-149.588181,1104.415527
761,g_12542457_6144,1.282479,7.192719,-15.042124,1203.098999,175.141815,1369.435547
771,g_12542457_6144,0.714031,6.819583,-15.564416,1276.458984,615.581848,1551.225586
781,g_12542457_6144,0.287938,6.705408,-15.403599,1550.019043,1252.091797,1624.725586
790,g_12542457_6144,-0.14107,7.548363,-15.031436,1576.54895,1765.961792,1665.815552
800,g_12542457_6144,-0.761019,9.095319,-14.095197,1428.359009,2268.631836,1744.565552
810,g_12542457_6144,-1.520407,10.870625,-12.877649,1286.119019,2296.001709,1971.995605
820,g_12542457_6144,-3.114004,12.583743,-10.858931,1013.958923,2296.001709,2292.805664
830,g_12542457_6144,-5.40383,13.300862,-8.174593,653.80896,2296.001709,2292.805664
839,g_12542457_6144,-7.416718,13.093403,-5.050558,259.358978,2296.001709,2292.805664
849,g_12542457_6144,-9.776993,12.318467,-1.228353,-370.711029,2296.001709,2292.805664
859,g_12542457_6144,-12.392825,11.683458,1.557528,-851.051086,2296.001709,2292.805664
869,g_12542457_6144,-14.989709,9.484973,3.444096,-1352.811035,2296.001709,2292.805664
879,g_12542457_6144,-15.782135,7.053765,5.912714,-1360.161011,2296.001709,2292.805664
888,g_12542457_6144,-15.782135,4.123586,7.133663,-1100.95105,2296.001709,2292.805664
898,g_12542457_6144,-15.782135,1.200694,7.796852,-577.911072,2296.001709,2292.805664
908,g_12542457_6144,-15.782135,-2.156064,7.610771,-31.701038,1914.851807,2292.805664
918,g_12542457_6144,-15.782135,-6.216337,6.463672,518.428955,1289.331909,2292.805664
927,g_12542457_6144,-15.782135,-9.068295,6.717287,676.628906,713.021851,2292.805664
937,g_12542457_6144,-15.782135,-9.942344,3.715687,817.678955,336.141815,2292.805664
947,g_12542457_6144,-15.782135,-8.747146,0.105314,861.148926,340.411835,2292.805664
957,g_12542457_6144,-15.782135,-6.308164,-2.212205,709.178955,655.831848,2292.805664
967,g_12542457_6144,-15.782135,-4.225312,-2.755388,304.368958,1369.55188,2292.805664
977,g_12542457_6144,-15.782135,-5.97584,-0.514635,-378.341034,1849.611816,2292.805664
987,g_12542457_6144,-15.782135,-9.203362,4.013515,-311.211029,1997.941895,2292.805664
996,g_12542457_6144,-15.782135,-14.709534,7.654983,157.438965,1760.011841,2292.805664
1006,g_12542457_6144,-15.782135,-15.756061,9.596937,154.218964,860.371826,2292.805664
1016,g_12542457_6144,-15.782135,-15.756061,11.500024,436.31897,-182.838181,2292.805664
1026,g_12542457_6144,-15.782135,-15.756061,12.160784,214.348969,-1383.828125,1224.115601
1036,g_12542457_6144,-15.782135,-15.756061,9.590136,-172.611038,-2290.958252,-2294.154297
1046,g_12542457_6144,-15.782135,-15.756061,5.873846,-342.011047,-2290.958252,-2294.154297
1056,g_12542457_6144,-15.782135,-14.759576,0.349212,-855.321045,-2290.958252,-2294.154297
1066,g_12542457_6144,-15.782135,-4.595046,-4.296514,-1019.541077,-2290.958252,-2294.154297
1076,g_12542457_6144,-15.782135,4.781431,-5.956188,-979.501038,-2290.958252,-2294.154297
1086,g_12542457_6144,-15.782135,9.704578,-6.506659,-947.931091,-2290.958252,-2294.154297
1096,g_12542457_6144,-15.782135,13.329041,-6.902143,-1275.18103,-2290.958252,-2294.154297
1106,g_12542457_6144,-15.782135,16.032328,-5.868734,-1470.901001,-1543.638184,-2294.154297
1116,g_12542457_6144,-15.782135,15.579513,-3.501659,-1402.020996,-877.44812,-2294.154297
1126,g_12542457_6144,-15.782135,12.409808,-0.328067,-1453.96106,-498.398193,-2294.154297
1136,g_12542457_6144,-15.782135,6.39009,1.748469,-1215.260986,-437.918182,-2294.154297
1146,g_12542457_6144,-14.863387,1.746793,3.949382,-1073.44104,-706.298157,-2294.154297
1156,g_12542457_6144,-15.753956,-1.360237,4.264215,-847.061096,-1196.788208,-2294.154297
1166,g_12542457_6144,-15.782135,-2.616652,2.725033,-531.571045,-1772.608154,-2294.154297
1177,g_12542457_6144,-15.782135,-0.5819,0.956528,-14.271039,-2290.958252,-2294.154297
1187,g_12542457_6144,-15.782135,3.767941,-4.598228,733.04895,-2290.958252,-2294.154297
1197,g_12542457_6144,-15.782135,11.778685,-9.105487,1014.588928,-2290.958252,-2294.154297
1207,g_12542457_6144,-15.782135,16.070223,-15.889452,2252.888916,-2290.958252,-2294.154297
1217,g_12542457_6144,-15.782135,16.070223,-15.889452,2291.948975,-2290.958252,-2294.154297
1227,g_12542457_6144,-15.782135,16.070223,-15.889452,2291.948975,-2290.958252,-2294.154297
1237,g_12542457_6144,-15.782135,16.070223,-15.889452,2291.948975,-2290.958252,-2294.154297
1247,g_12542457_6144,-15.782135,16.070223,-15.889452,-286.571045,1886.921875,-1904.044434
1256,g_12542457_6144,-15.782135,16.070223,-15.889452,-2164.321045,2296.001709,29.77562
1266,g_12542457_6144,-15.782135,14.662223,-15.889452,-2063.940918,2296.001709,741.045593
1276,g_12542457_6144,-15.782135,15.792316,-15.889452,-2295.010986,2296.001709,1144.665527
1286,g_12542457_6144,-15.782135,16.070223,-3.880624,-2295.010986,2296.001709,2290.005615
1296,g_12542457_6144,-15.782135,16.070223,14.639119,-2295.010986,2296.001709,2292.805664
1306,g_12542457_6144,-15.782135,16.070223,14.553609,-2295.010986,2296.001709,2292.805664
1315,g_12542457_6144,-15.782135,10.823498,15.936833,-2295.010986,2296.001709,2292.805664
1325,g_12542457_6144,-15.782135,-7.654948,15.114769,-2250.071045,1970.571899,2292.805664
1335,g_12542457_6144,-15.782135,-15.756061,15.936833,-2295.010986,1903.721802,2292.805664
1345,g_12542457_6144,-15.782135,-15.756061,15.936833,-2245.871094,-662.548157,2292.805664
1355,g_12542457_6144,-15.782135,-15.756061,15.936833,-2295.010986,-2176.858154,2292.805664
1365,g_12542457_6144,-15.782135,-15.756061,14.241691,-2295.010986,-2290.958252,235.295624
1375,g_12542457_6144,-15.782135,-15.756061,8.171444,-2295.010986,-2128.838379,-2294.154297
1385,g_12542457_6144,-15.782135,-15.756061,3.719574,-2295.010986,-752.568176,-2294.154297
1395,g_12542457_6144,-15.782135,-3.1817,3.331378,-2295.010986,1427.161865,-2294.154297
1405,g_12542457_6144,-15.782135,9.967424,8.070872,-2295.010986,2296.001709,-2294.154297
1415,g_12542457_6144,-15.782135,16.070223,10.564271,-2295.010986,2296.001709,-2294.154297
1425,g_12542457_6144,-15.782135,16.070223,14.958324,-2295.010986,2296.001709,-2294.154297
