rel_timestamp,recording_id,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1173,g_12601398_9595,0.453614,0.178945,8.002368,150.298965,-51.798176,-1.164381
1183,g_12601398_9595,0.423491,0.202266,7.993622,130.978958,-43.328175,2.685619
1192,g_12601398_9595,0.424463,0.195464,7.992651,131.048965,-42.768177,1.21562
1202,g_12601398_9595,0.438067,0.226559,8.021316,147.288971,-47.388176,0.51562
1212,g_12601398_9595,0.443411,0.247936,8.03249,170.80896,-51.588177,-0.67438
1221,g_12601398_9595,0.433694,0.288262,8.026175,176.128967,-48.648174,0.79562
1231,g_12601398_9595,0.444383,0.344135,7.964471,138.608963,-40.948177,6.74562
1241,g_12601398_9595,0.403085,0.29555,8.005769,135.038971,-39.478176,3.315619
1250,g_12601398_9595,0.455557,0.371343,8.19428,200.06897,-58.448177,0.58562
1260,g_12601398_9595,0.441468,0.413126,7.914429,100.318962,-40.248177,-1.23438
1270,g_12601398_9595,0.479364,0.416527,7.968359,22.758963,-16.308176,0.865619
1279,g_12601398_9595,0.469161,0.38932,7.962042,-26.311039,-1.678175,-6.62438
1289,g_12601398_9595,0.452642,0.377173,8.018887,-31.071039,-1.678175,-12.854381
1299,g_12601398_9595,0.526978,0.369885,8.085935,-35.62104,0.421824,-15.024381
1309,g_12601398_9595,0.490539,0.362112,7.934834,-36.181042,4.691824,-18.314381
1319,g_12601398_9595,0.441953,0.363084,8.022773,-29.881039,-0.698176,-20.904381
1328,g_12601398_9595,0.448755,0.358225,8.025689,-43.53104,3.151824,-22.654381
1338,g_12601398_9595,0.461388,0.344135,7.999938,-49.481041,3.711824,-21.674381
1348,g_12601398_9595,0.450213,0.342678,8.012085,-66.001038,11.761824,-15.51438
1358,g_12601398_9595,0.436123,0.294092,7.950382,-86.021034,13.861824,-19.154381
1367,g_12601398_9595,0.430779,0.302352,8.058241,-71.251038,9.871824,-17.614382
1377,g_12601398_9595,0.444383,0.298465,8.015971,-74.121033,12.951824,-12.71438
1387,g_12601398_9595,0.457015,0.267856,7.979533,-80.911034,11.901825,-9.91438
1397,g_12601398_9595,0.496369,0.267371,8.017429,-107.721039,20.721825,-14.67438
1406,g_12601398_9595,0.419604,0.24405,8.035892,-114.091034,16.311825,-12.854381
1416,g_12601398_9595,0.390939,0.174573,8.004797,-72.371033,4.831824,-10.96438
1426,g_12601398_9595,0.416203,0.180403,8.027146,-43.741039,-4.198175,-8.72438
1436,g_12601398_9595,0.349641,0.167771,7.990707,1.128961,-11.338175,-10.96438
1445,g_12601398_9595,0.304943,0.180403,7.97856,25.978962,-23.238176,-6.97438
1455,g_12601398_9595,0.362274,0.171657,7.994594,72.388962,-51.518177,-9.63438
1465,g_12601398_9595,0.309316,0.173601,7.987306,176.338959,-88.338173,-16.144381
1475,g_12601398_9595,0.49151,0.185747,8.067958,362.538971,-140.278183,-30.774382
1485,g_12601398_9595,0.48568,0.194978,8.176303,688.668945,-208.948181,-40.504383
1494,g_12601398_9595,0.34867,0.370371,8.44741,1259.098999,-370.578186,-33.43438
1504,g_12601398_9595,0.275306,0.35531,8.539721,2276.688965,-573.998169,-16.564381
1514,g_12601398_9595,4.667417,15.187916,15.936833,-1615.94104,984.341858,787.805603
1524,g_12601398_9595,-1.988283,-1.783901,4.445439,-704.611084,-56.208176,194.345627
1534,g_12601398_9595,0.205829,0.080317,9.038206,-168.621033,-14.558176,54.625618
1544,g_12601398_9595,0.47402,0.09052,8.185534,87.088966,-82.10817,32.925617
1553,g_12601398_9595,0.647955,0.259111,8.038321,69.30896,-60.128178,36.985619
1563,g_12601398_9595,0.3064,0.375716,8.374045,164.088959,-61.598179,64.005623
1573,g_12601398_9595,0.693139,0.25571,8.925488,360.508972,-35.628178,77.095619
1582,g_12601398_9595,0.9555,-0.046005,9.209712,742.988953,-145.738174,65.195625
1592,g_12601398_9595,0.779621,-0.192732,9.914685,1062.04895,-398.788177,-21.604382
1602,g_12601398_9595,0.402599,0.000637,11.396536,1839.958984,-809.478149,-226.774384
1612,g_12601398_9595,0.519204,3.814583,11.624401,2291.948975,-1334.96814,-273.394379
1621,g_12601398_9595,-4.92575,-0.644575,-4.899943,685.448914,-815.568176,235.435623
1631,g_12601398_9595,0.561473,3.883574,8.184076,-702.861084,427.071808,-96.714378
1641,g_12601398_9595,0.452156,1.536904,10.42143,-392.411041,-16.938175,-209.834381
1651,g_12601398_9595,0.299113,1.531074,6.642466,-710.421082,85.89183,-165.524384
1661,g_12601398_9595,0.277735,1.139477,8.347322,-634.891052,82.53183,-134.654373
1670,g_12601398_9595,0.562931,1.303209,7.928033,-377.921051,-5.948176,-72.564377
1680,g_12601398_9595,0.531836,0.98449,7.74438,-185.981033,-20.858175,-20.764381
1690,g_12601398_9595,0.391911,0.937848,8.054354,-164.07103,-13.648176,8.63562
1700,g_12601398_9595,0.715003,0.936876,7.724946,-184.44104,0.911824,25.715618
1710,g_12601398_9595,0.627063,1.000523,7.940665,-286.641022,22.681824,24.875618
1719,g_12601398_9595,0.976392,0.726987,7.894508,-257.591034,24.501823,3.175619
1729,g_12601398_9595,0.923434,0.874687,7.801225,-94.631035,-2.098176,18.155619
1739,g_12601398_9595,1.048784,0.896064,7.905684,44.03896,-26.738176,21.375618
1748,g_12601398_9595,0.827235,0.983032,7.717658,28.918962,-18.058176,25.295618
1758,g_12601398_9595,0.75873,0.977202,8.018887,-59.28104,4.971825,27.815619
1768,g_12601398_9595,0.726177,0.966999,7.993622,-119.341034,16.871824,28.515619
1777,g_12601398_9595,0.672734,0.959225,8.018887,-165.541031,25.831823,27.605619
1787,g_12601398_9595,0.624148,0.888291,7.919773,-241.631042,40.601826,27.605619
1797,g_12601398_9595,0.58528,0.771686,7.952811,-245.481033,43.331825,20.255619
1806,g_12601398_9595,0.541067,0.716784,7.946981,-195.361038,25.131824,16.965618
1816,g_12601398_9595,0.5056,0.716299,7.98099,-88.471039,5.601824,18.36562
1826,g_12601398_9595,0.501227,0.740105,7.965929,-40.381039,-3.498176,21.795618
1835,g_12601398_9595,0.509487,0.733304,7.962528,-22.531038,-5.528176,27.885618
1845,g_12601398_9595,0.543497,0.732818,7.981962,-25.471039,-5.808176,29.635618
1855,g_12601398_9595,0.560016,0.729903,7.979533,-33.87104,-6.228176,29.845619
1865,g_12601398_9595,0.580907,0.72553,7.975646,-46.96104,-3.008176,31.38562
1875,g_12601398_9595,0.528435,0.651194,7.974675,-55.431042,-0.138176,38.38562
1884,g_12601398_9595,0.611516,0.640991,7.981476,-40.451038,-3.848176,28.515619
